Run,Detector,Yield,Yield err,Area,Area err,sig1,X2NDF,IsValid,Status,Q_int
run_0112,det1,0.0189744,0.000342394,7846.41,141.589,7.81391,1.00823,1,0,413525
run_0112,det2,0.00743915,0.000247465,3076.28,102.333,7.90653,1.00937,1,0,413525
run_0112,det3,0.0171871,0.000318802,7107.3,131.832,8.09846,0.918569,1,0,413525
run_0112,det4,0.0186545,0.000335589,7714.11,138.774,8.35721,0.736104,1,0,413525
run_0112,det5,0.0190446,0.00033218,7875.44,137.365,8.47161,1.08835,1,0,413525
run_0112,det6,0.0187406,0.000321334,7749.69,132.88,7.89343,1.09393,1,0,413525
run_0112,det7,0.0190444,0.000343996,7875.35,142.251,8.49857,1.15964,1,0,413525
run_0112,det8,0.018885,0.000324044,7809.4,134,7.96949,1.20582,1,0,413525
run_0112,det9,0.0185365,0.000318033,7665.3,131.515,7.58078,0.922244,1,0,413525
run_0112,det10,0.00822889,0.000305888,3402.85,126.492,9.12387,0.833187,1,0,413525
run_0112,det11,0.0152002,0.000356976,6285.67,147.618,9.70149,1.22478,1,0,413525
run_0112,det12,0.0203301,0.000340571,8407.02,140.835,7.91455,0.98545,1,0,413525
run_0113,det0,0.0209872,0.00053127,3729.41,94.4061,7.62886,1.22852,1,0,177699
run_0113,det1,0.0196512,0.000545281,3492,96.8959,7.84981,1.13048,1,0,177699
run_0113,det2,0.00730674,0.000392115,1298.4,69.6785,7.76744,0.948827,1,0,177699
run_0113,det3,0.0183777,0.000514337,3265.71,91.3972,8.09693,1.15757,1,0,177699
run_0113,det4,0.0189343,0.000547408,3364.61,97.2739,8.452,1.08452,1,0,177699
run_0113,det5,0.0191748,0.000538662,3407.34,95.7197,8.52133,0.836791,1,0,177699
run_0113,det6,0.0195806,0.000516603,3479.46,91.7999,7.66403,1.08603,1,0,177699
run_0113,det7,0.0194476,0.000554728,3455.81,98.5746,8.40898,0.899539,1,0,177699
run_0113,det8,0.01938,0.000509201,3443.81,90.4845,7.74231,1.32335,1,0,177699
run_0113,det9,0.019016,0.000505805,3379.13,89.8811,7.81501,1.01221,1,0,177699
run_0113,det10,0.00829099,0.000529823,1473.3,94.149,9.73987,0.920133,1,0,177699
run_0113,det11,0.0145812,0.000563879,2591.06,100.201,9.28411,1.00488,1,0,177699
run_0113,det12,0.0203467,0.000560693,3615.6,99.6346,8.121,1.03798,1,0,177699
run_0114,det0,0.0212508,0.000765956,2098.34,75.632,7.4915,0.906602,1,0,98742
run_0114,det1,0.022553,0.00089283,2226.93,88.1598,8.40268,0.99304,1,0,98742
run_0114,det2,0.00855584,0.000598588,844.82,59.1057,8.50781,1.02132,1,0,98742
run_0114,det3,0.0198652,0.000742312,1961.53,73.2974,7.81567,1.14754,1,0,98742
run_0114,det4,0.0195037,0.000800767,1925.84,79.0693,8.34683,1.05461,1,0,98742
run_0114,det5,0.0206111,0.000809819,2035.18,79.9632,8.51862,0.806109,1,0,98742
run_0114,det6,0.0204578,0.000769921,2020.04,76.0235,8.0282,1.19855,1,0,98742
run_0114,det7,0.022262,0.000878132,2198.19,86.7085,9.13429,1.43973,1,0,98742
run_0114,det8,0.02273,0.000788768,2244.4,77.8845,7.99231,0.838477,1,0,98742
run_0114,det9,0.0203453,0.000745642,2008.94,73.6262,7.66535,1.07738,1,0,98742
run_0114,det10,0.00952969,0.000724055,940.981,71.4946,9.53597,1.46967,1,0,98742
run_0114,det11,0.0166348,0.000846463,1642.55,83.5814,9.61278,1.23081,1,0,98742
run_0114,det12,0.0230361,0.000823303,2274.63,81.2946,8.14036,0.79286,1,0,98742
run_0115,det0,0.0234268,0.000742491,3242.48,102.767,7.64186,0.991699,1,0,138409
run_0115,det1,0.024117,0.00078002,3338,107.962,7.74043,0.854154,1,0,138409
run_0115,det2,0.00850887,0.000552655,1177.7,76.4925,8.16371,1.29455,1,0,138409
run_0115,det3,0.0220653,0.000769872,3054.03,106.557,8.25419,0.901864,1,0,138409
run_0115,det4,0.0233604,0.000747132,3233.29,103.41,8.06445,1.11559,1,0,138409
run_0115,det5,0.0229422,0.000800805,3175.41,110.839,8.78379,1.17666,1,0,138409
run_0115,det6,0.0232324,0.000801786,3215.57,110.974,8.62043,0.71075,1,0,138409
run_0115,det7,0.0234131,0.000784813,3240.58,108.625,8.32929,0.964358,1,0,138409
run_0115,det8,0.0236561,0.000723708,3274.22,100.168,7.78042,0.937191,1,0,138409
run_0115,det9,0.0230549,0.000732522,3191.01,101.388,7.84265,1.07734,1,0,138409
run_0115,det10,0.00962646,0.000651388,1332.39,90.158,8.7296,1.05671,1,0,138409
