,Angle,Detector,Ep,Q int,Run,Yield,Yield effcor,Yield err,Yield err effcor
10177,-105,11,3001,184494.0,933,0.0221975,1.2813173414358435e-09,0.00057473,3.3175425865229077e-11
10178,-120,12,3001,184494.0,933,0.0238638,1.3049276618192798e-09,0.000680974,3.723723001281113e-11
10205,120,0,2994,105220.0,936,0.0151688,8.056525345301112e-10,0.0005865309999999999,3.1152113992569e-11
10206,105,1,2994,105220.0,936,0.011710799999999999,6.595431150461295e-10,0.000543609,3.061563456186695e-11
10207,90,2,2994,105220.0,936,0.00976409,9.325810244136824e-10,0.000559893,5.347611374967354e-11
10208,45,3,2994,105220.0,936,0.0136977,7.835371888683039e-10,0.00059796,3.420456700436504e-11
10209,30,4,2994,105220.0,936,0.014412799999999998,7.973216565610381e-10,0.0006560030000000001,3.6290339050636294e-11
10210,15,5,2994,105220.0,936,0.0135244,7.194807996243277e-10,0.0006493790000000001,3.454613307645784e-11
10211,0,6,2994,105220.0,936,0.014525799999999998,8.008320030156212e-10,0.0006616510000000001,3.647794239403605e-11
10212,-15,7,2994,105220.0,936,0.0130082,7.101649703413166e-10,0.000638723,3.4870212662114425e-11
10213,-30,8,2994,105220.0,936,0.0133971,7.328967073873897e-10,0.000590661,3.231247822903039e-11
10214,-45,9,2994,105220.0,936,0.014580000000000001,8.073881843512211e-10,0.0005631669999999999,3.118617157863677e-11
10215,-90,10,2994,105220.0,936,0.00696594,6.190932102892693e-10,0.000603645,5.364854146390379e-11
10216,-105,11,2994,105220.0,936,0.0146733,8.469941996211538e-10,0.00063764,3.6806811109050627e-11
10217,-120,12,2994,105220.0,936,0.014959,8.179926454778621e-10,0.000741335,4.053790880642629e-11
10218,120,0,2990,122452.0,937,0.012729299999999999,6.760846479480344e-10,0.000568669,3.020341893615209e-11
10219,105,1,2990,122452.0,937,0.00977528,5.505361394309638e-10,0.0004909,2.764710482427716e-11
10220,90,2,2990,122452.0,937,0.00772178,7.375173213988283e-10,0.00043589,4.1632424806784865e-11
10221,45,3,2990,122452.0,937,0.0108545,6.209001815320094e-10,0.000521374,2.982368706491039e-11
10222,30,4,2990,122452.0,937,0.011384100000000001,6.297728040669762e-10,0.000563688,3.118343763485086e-11
10223,15,5,2990,122452.0,937,0.0118142,6.285003447784547e-10,0.000621335,3.3054228108794597e-11
10224,0,6,2990,122452.0,937,0.0120803,6.660074382154242e-10,0.000538792,2.970451724302913e-11
10225,-15,7,2990,122452.0,937,0.0112212,6.126061380662953e-10,0.000588474,3.212693691338048e-11
10226,-30,8,2990,122452.0,937,0.010974,6.003395113023874e-10,0.0005147309999999999,2.8158680243501833e-11
10227,-45,9,2990,122452.0,937,0.01124,6.224309459607494e-10,0.00044817,2.4818049559717887e-11
10228,-90,10,2990,122452.0,937,0.00535283,4.757291490929737e-10,0.00043420599999999997,3.858976483674313e-11
10229,-105,11,2990,122452.0,937,0.0104485,6.031239663021697e-10,0.000558047,3.2212424752167953e-11
10230,-120,12,2990,122452.0,937,0.013027799999999999,7.123901722545953e-10,0.000607286,3.3207800100385654e-11
10231,120,0,2980,146469.0,938,0.00881866,4.683808725910627e-10,0.000453623,2.409304095717213e-11
10232,105,1,2980,146469.0,938,0.00582822,3.282408011386202e-10,0.000364735,2.0541590503325994e-11
10233,90,2,2980,146469.0,938,0.0053925,5.150447378251104e-10,0.000345979,3.304490743588204e-11
10234,45,3,2980,146469.0,938,0.007529300000000001,4.306917625693453e-10,0.000436553,2.4971747841756258e-11
10235,30,4,2980,146469.0,938,0.00718242,3.973342454288641e-10,0.000447333,2.4746634144261967e-11
10236,15,5,2980,146469.0,938,0.00761162,4.049284584925413e-10,0.00045598800000000005,2.4257978975710418e-11
10237,0,6,2980,146469.0,938,0.00659524,3.6360677274702564e-10,0.000385562,2.125668732508426e-11
10238,-15,7,2980,146469.0,938,0.00788413,4.304233443225877e-10,0.000492028,2.6861598839739347e-11
10239,-30,8,2980,146469.0,938,0.00750862,4.107637380495108e-10,0.000403427,2.2069725535464575e-11
10240,-45,9,2980,146469.0,938,0.00698288,3.866868864706759e-10,0.000379062,2.0991096017595514e-11
10241,-90,10,2980,146469.0,938,0.00322325,2.8646416564955873e-10,0.000325784,2.8953832852548154e-11
10242,-105,11,2980,146469.0,938,0.00784424,4.5279697003647714e-10,0.000651703,3.761857665799138e-11
10243,-120,12,2980,146469.0,938,0.00895418,4.896352287108072e-10,0.0005285730000000001,2.890359159022462e-11
10257,120,0,2970,109382.0,940,0.00924586,4.910705225799387e-10,0.000529334,2.811423967043945e-11
10258,105,1,2970,109382.0,940,0.00610848,3.4402482557954895e-10,0.000466224,2.625737176531635e-11
10259,90,2,2970,109382.0,940,0.00527684,5.039978997394633e-10,0.000444061,4.241284771874945e-11
10260,45,3,2970,109382.0,940,0.00700016,4.004238440050772e-10,0.000505213,2.8899243946043672e-11
10261,30,4,2970,109382.0,940,0.00756891,4.1871502133946264e-10,0.000552504,3.056473443998389e-11
10262,15,5,2970,109382.0,940,0.00803729,4.275735586061203e-10,0.000575655,3.0624110474974295e-11
10263,0,6,2970,109382.0,940,0.00720233,3.9707667462580367e-10,0.000504864,2.7834009030172424e-11
10264,-15,7,2970,109382.0,940,0.00732299,3.9978866992818055e-10,0.000593956,3.2426219240482704e-11
10265,-30,8,2970,109382.0,940,0.00737919,4.0368318921154213e-10,0.0005037759999999999,2.7559380139044237e-11
10266,-45,9,2970,109382.0,940,0.00745997,4.1310642205861303e-10,0.000479088,2.6530177672459384e-11
10267,-90,10,2970,109382.0,940,0.00319703,2.841338808676363e-10,0.000471344,4.189037949086345e-11
10268,-105,11,2970,109382.0,940,0.00636329,3.6731135603492685e-10,0.0007999039999999999,4.6173256748908524e-11
10269,-120,12,2970,109382.0,940,0.0104213,5.698607364341496e-10,0.0005972530000000001,3.2659172504150654e-11
10465,120,0,3194,49785.0,964,0.0108435,5.759251396403975e-10,0.000642502,3.412487241842898e-11
10466,105,1,3194,49785.0,964,0.00767777,4.3240601345832243e-10,0.000568164,3.199855299527523e-11
10467,90,2,3194,49785.0,964,0.00452713,4.323921157070361e-10,0.000491541,4.69477247056639e-11
10468,45,3,3194,49785.0,964,0.00695586,3.978897910277989e-10,0.000529475,3.028708126736935e-11
10469,30,4,3194,49785.0,964,0.00949404,5.252139556683475e-10,0.000587132,3.2480368759713274e-11
10470,15,5,3194,49785.0,964,0.00930214,4.948619624839139e-10,0.000594858,3.164568553894652e-11
10471,0,6,3194,49785.0,964,0.00894581,4.931976855592927e-10,0.000534349,2.945956711364566e-11
10472,-15,7,3194,49785.0,964,0.00881065,4.810054424084594e-10,0.000612086,3.3416001909283004e-11
10473,-30,8,3194,49785.0,964,0.00968898,5.300416911079465e-10,0.000640857,3.505848170172353e-11
10474,-45,9,3194,49785.0,964,0.00884007,4.895314174785802e-10,0.0005314790000000001,2.9431403623511844e-11
10475,-90,10,3194,49785.0,964,0.00410861,3.6514993737049056e-10,0.00041807,3.7155688740591336e-11
10476,-105,11,3194,49785.0,964,0.00579716,3.3463235225039825e-10,0.000576364,3.326974606056216e-11
10477,-120,12,3194,49785.0,964,0.00871435,4.765207707814698e-10,0.000635895,3.4772206250160116e-11
10582,120,0,3173,151096.0,973,0.0425873,2.2619169732473373e-09,0.000612238,3.251747642764399e-11
10583,105,1,3173,151096.0,973,0.0373319,2.1025034683019612e-09,0.000572967,3.226905420625711e-11
10584,90,2,3173,151096.0,973,0.0184945,1.7664339181653233e-09,0.000407595,3.8929932297417876e-11
10585,45,3,3173,151096.0,973,0.038671300000000006,2.2120795237071075e-09,0.000561703,3.2130590507814664e-11
10586,30,4,3173,151096.0,973,0.0399943,2.2125001060861964e-09,0.000618227,3.420055615638605e-11
10587,15,5,3173,151096.0,973,0.0407871,2.1698216055690025e-09,0.0006031319999999999,3.20858517671039e-11
10588,0,6,3173,151096.0,973,0.0409147,2.2556968396772113e-09,0.0006066590000000001,3.34461401174086e-11
10589,-15,7,3173,151096.0,973,0.0406673,2.2201758812411733e-09,0.0006774839999999999,3.698631668998912e-11
10590,-30,8,3173,151096.0,973,0.039884699999999995,2.1819173780246333e-09,0.00059475,3.2536169523154266e-11
10591,-45,9,3173,151096.0,973,0.0399417,2.211828301982247e-09,0.000557971,3.089843570717662e-11
10592,-90,10,3173,151096.0,973,0.0208298,1.8512343993320959e-09,0.00045483800000000005,4.0423419894737924e-11
10593,-105,11,3173,151096.0,973,0.0320248,1.848583470932069e-09,0.0005667999999999999,3.2717678528025046e-11
10594,-120,12,3173,151096.0,973,0.0401036,2.1929574073926064e-09,0.0006742180000000001,3.6867796339915325e-11
10647,120,0,3166,106547.0,978,0.0167626,8.903031996805575e-10,0.0005084530000000001,2.7005198047270628e-11
10648,105,1,3166,106547.0,978,0.0153289,8.633116829106992e-10,0.000442933,2.494564082528327e-11
10649,90,2,3166,106547.0,978,0.00710221,6.783413792172235e-10,0.000322859,3.08366859544696e-11
10650,45,3,3166,106547.0,978,0.0157225,8.993599985385801e-10,0.00045292,2.5907974592977813e-11
10651,30,4,3166,106547.0,978,0.0158804,8.785098547715857e-10,0.00047718099999999997,2.6397837019833257e-11
10652,15,5,3166,106547.0,978,0.016683700000000003,8.875515229283665e-10,0.000494554,2.6309640899219914e-11
10653,0,6,3166,106547.0,978,0.0163021,8.987624362417876e-10,0.000484823,2.672911469234345e-11
10654,-15,7,3166,106547.0,978,0.015658000000000002,8.548271940471654e-10,0.000546499,2.9835368930871236e-11
10655,-30,8,3166,106547.0,978,0.0157709,8.627569162382742e-10,0.000470839,2.5757541020785927e-11
10656,-45,9,3166,106547.0,978,0.0162215,8.982885756140831e-10,0.000439605,2.4343750533725553e-11
10657,-90,10,3166,106547.0,978,0.00806141,7.164523662790689e-10,0.000395803,3.5176724162442347e-11
10658,-105,11,3166,106547.0,978,0.01415,8.16787493245509e-10,0.00045348599999999996,2.617679810331681e-11
10659,-120,12,3166,106547.0,978,0.0167905,9.181432925928233e-10,0.00056619,3.096057597052682e-11
10699,120,0,3162,117277.0,983,0.0180702,9.597530740378947e-10,0.00048443,2.5729277022732304e-11
10700,105,1,3162,117277.0,983,0.0162214,9.135765862630467e-10,0.00042689599999999996,2.40424495030854e-11
10701,90,2,3162,117277.0,983,0.00847621,8.095739188132738e-10,0.000332381,3.174614464590599e-11
10702,45,3,3162,117277.0,983,0.0163804,9.369932593456101e-10,0.00042289199999999996,2.4190309969914272e-11
10703,30,4,3162,117277.0,983,0.016679,9.226887148771615e-10,0.000471091,2.6060935870267822e-11
10704,15,5,3162,117277.0,983,0.0176255,9.376540795731115e-10,0.00046321199999999996,2.464228654547219e-11
10705,0,6,3162,117277.0,983,0.016260399999999998,8.964634444805246e-10,0.000468615,2.583554014878116e-11
10706,-15,7,3162,117277.0,983,0.017203,9.39174365767875e-10,0.000534375,2.917347565582795e-11
10707,-30,8,3162,117277.0,983,0.015930200000000002,8.714715220475024e-10,0.000469099,2.566235323605236e-11
10708,-45,9,3162,117277.0,983,0.017378499999999998,9.623590920265907e-10,0.000449831,2.4910029791145005e-11
10709,-90,10,3162,117277.0,983,0.00887379,7.886520898159924e-10,0.00041357599999999997,3.675628752739685e-11
10710,-105,11,3162,117277.0,983,0.0140659,8.119329470842406e-10,0.000448775,2.5904862705388925e-11
10711,-120,12,3162,117277.0,983,0.016283000000000002,8.903920212792319e-10,0.00053443,2.922386586822207e-11
10816,120,0,3147,78775.0,993,0.015305299999999999,8.12902387581332e-10,0.000582719,3.094964923190047e-11
10817,105,1,3147,78775.0,993,0.014919799999999999,8.402714902368107e-10,0.000567139,3.1940825795346767e-11
10818,90,2,3147,78775.0,993,0.00772023,7.373692788687163e-10,0.00042013300000000005,4.012745309905928e-11
10819,45,3,3147,78775.0,993,0.0144839,8.285094789526435e-10,0.0005308509999999999,3.0365791355331763e-11
10820,30,4,3147,78775.0,993,0.015813999999999998,8.748365811539919e-10,0.000579485,3.2057333769446135e-11
10821,15,5,3147,78775.0,993,0.017196400000000004,9.14826507842107e-10,0.000592795,3.153593657487973e-11
10822,0,6,3147,78775.0,993,0.01589,8.760426639440321e-10,0.0005699009999999999,3.141960920228872e-11
10823,-15,7,3147,78775.0,993,0.0168517,9.199956205086612e-10,0.000614207,3.3531795016868515e-11
10824,-30,8,3147,78775.0,993,0.0150643,8.241019227367007e-10,0.000576114,3.151667552528373e-11
10825,-45,9,3147,78775.0,993,0.0155666,8.620225590206941e-10,0.000517135,2.8637084273969044e-11
10826,-90,10,3147,78775.0,993,0.00798641,7.097867919600689e-10,0.000504019,4.479434803584114e-11
10827,-105,11,3147,78775.0,993,0.0123943,7.154423482355345e-10,0.0005446019999999999,3.1436332324840333e-11
10828,-120,12,3147,78775.0,993,0.016856200000000002,9.217359202288883e-10,0.00065203,3.5654505289854294e-11
10842,120,0,3138,120073.0,995,0.024159299999999998,1.2831602550942272e-09,0.000535765,2.8455806007233598e-11
10843,105,1,3138,120073.0,995,0.021340400000000002,1.2018746705887237e-09,0.000508142,2.8618160805903128e-11
10844,90,2,3138,120073.0,995,0.011367200000000001,1.0856961601864806e-09,0.00037933,3.623030512734337e-11
10845,45,3,3138,120073.0,995,0.021178400000000003,1.2114489294354885e-09,0.000485714,2.778386022134952e-11
10846,30,4,3138,120073.0,995,0.0213573,1.1814940757986692e-09,0.000545283,3.016526593407059e-11
10847,15,5,3138,120073.0,995,0.021638099999999997,1.1511192725999795e-09,0.000520924,2.7712491205783864e-11
10848,0,6,3138,120073.0,995,0.0223318,1.231190029116761e-09,0.000532846,2.9376704173185755e-11
10849,-15,7,3138,120073.0,995,0.020107299999999998,1.0977306705112127e-09,0.000579555,3.1640016250223844e-11
10850,-30,8,3138,120073.0,995,0.020886599999999998,1.1426144739172994e-09,0.000514796,2.8162236109023488e-11
10851,-45,9,3138,120073.0,995,0.021582499999999998,1.1951615561563942e-09,0.000478022,2.6471146410146733e-11
10852,-90,10,3138,120073.0,995,0.0119081,1.0583243406411262e-09,0.000434882,3.864984387993838e-11
10853,-105,11,3138,120073.0,995,0.019160299999999998,1.1059995340517261e-09,0.000481151,2.7773718668732853e-11
10854,-120,12,3138,120073.0,995,0.0229507,1.2549972463780181e-09,0.00061137,3.3431122646286555e-11
10855,120,0,3134,132157.0,996,0.025181799999999997,1.337467762382677e-09,0.000543186,2.884995369582782e-11
10856,105,1,3134,132157.0,996,0.0248822,1.4013460820098376e-09,0.00049618,2.794447030293307e-11
10857,90,2,3134,132157.0,996,0.0126726,1.210376623933703e-09,0.000361011,3.448063344403912e-11
10858,45,3,3134,132157.0,996,0.0242024,1.3844280762366118e-09,0.000500868,2.865070082671468e-11
10859,30,4,3134,132157.0,996,0.0231143,1.278691993661801e-09,0.000519261,2.872571885459739e-11
10860,15,5,3134,132157.0,996,0.0254508,1.35395004104277e-09,0.00052657,2.8012851191785386e-11
10861,0,6,3134,132157.0,996,0.022955200000000002,1.2655591289721867e-09,0.000523659,2.8870209273648072e-11
10862,-15,7,3134,132157.0,996,0.023349900000000003,1.2747560032112601e-09,0.000638576,3.486218739723226e-11
10863,-30,8,3134,132157.0,996,0.024053900000000003,1.3158835949440948e-09,0.00051272,2.8048667234824138e-11
10864,-45,9,3134,132157.0,996,0.0227101,1.2576040058597166e-09,0.000468845,2.5962957015922378e-11
10865,-90,10,3134,132157.0,996,0.0132123,1.1742342343323246e-09,0.000421174,3.7431554643073685e-11
10866,-105,11,3134,132157.0,996,0.020999,1.2121357293754378e-09,0.000485674,2.8034802049082638e-11
10867,-120,12,3134,132157.0,996,0.02603,1.4233804774242098e-09,0.000628689,3.4378165538661116e-11
10868,120,0,3127,150990.0,997,0.0290846,1.5447551359233737e-09,0.00061863,3.2856971377852084e-11
10869,105,1,3127,150990.0,997,0.024532400000000003,1.381645619048884e-09,0.000543519,3.061056583211713e-11
10870,90,2,3127,150990.0,997,0.0174388,1.6656026284625937e-09,0.00046913099999999996,4.480731625417373e-11
10871,45,3,3127,150990.0,997,0.0280005,1.6016873677264754e-09,0.000578541,3.309375944757568e-11
10872,30,4,3127,150990.0,997,0.0279518,1.546304360003804e-09,0.0006316869999999999,3.494516854935005e-11
10873,15,5,3127,150990.0,997,0.027581400000000002,1.4672952387357986e-09,0.000664367,3.5343475526013406e-11
10874,0,6,3127,150990.0,997,0.027031299999999998,1.4902814387583582e-09,0.000608939,3.357184038636973e-11
10875,-15,7,3127,150990.0,997,0.026885900000000004,1.467799109492444e-09,0.000667061,3.64172871942966e-11
10876,-30,8,3127,150990.0,997,0.027490399999999998,1.5038794697928875e-09,0.000599061,3.277200546567519e-11
10877,-45,9,3127,150990.0,997,0.028495599999999996,1.577984276131595e-09,0.000539666,2.9884770363243214e-11
10878,-90,10,3127,150990.0,997,0.0134065,1.191493628102322e-09,0.000527021,4.683863524231633e-11
10879,-105,11,3127,150990.0,997,0.02518,1.4534776734927151e-09,0.000598977,3.4575047515315565e-11
10880,-120,12,3127,150990.0,997,0.029838099999999996,1.6316161745459587e-09,0.000710295,3.884056996588663e-11
10907,120,0,3115,77771.0,1000,0.0281114,1.493066073729614e-09,0.000709734,3.7695730442895545e-11
10908,105,1,3115,77771.0,1000,0.022705700000000002,1.2787673008934406e-09,0.00062876,3.541127241660727e-11
10909,90,2,3115,77771.0,1000,0.01637,1.5635201406021432e-09,0.000542058,5.177266954028813e-11
10910,45,3,3115,77771.0,1000,0.025332,1.4490435670522697e-09,0.00067018,3.8335702580415686e-11
10911,30,4,3115,77771.0,1000,0.026415699999999997,1.4613267153654677e-09,0.000728393,4.02949817792146e-11
10912,15,5,3115,77771.0,1000,0.0261894,1.3932426173199085e-09,0.0007306760000000001,3.8871029601779405e-11
10913,0,6,3115,77771.0,1000,0.0235087,1.2960745232134088e-09,0.000679549,3.7464689505380934e-11
10914,-15,7,3115,77771.0,1000,0.0249315,1.3611013021067124e-09,0.0007629760000000001,4.165363604581237e-11
10915,-30,8,3115,77771.0,1000,0.023758900000000003,1.2997454360381169e-09,0.0006643039999999999,3.6341164453820036e-11
10916,-45,9,3115,77771.0,1000,0.0249084,1.3793379870434812e-09,0.00065105,3.605281738147205e-11
10917,-90,10,3115,77771.0,1000,0.0113648,1.0100389202742899e-09,0.000509767,4.530519765164929e-11
10918,-105,11,3115,77771.0,1000,0.0227097,1.3108833169863983e-09,0.00068504,3.9542904902678695e-11
10919,-120,12,3115,77771.0,1000,0.0261986,1.4325999145542027e-09,0.0008309480000000001,4.543815447386447e-11
10920,120,0,3111,73040.0,1001,0.0239331,1.2711462128950612e-09,0.0007582489999999999,4.0272482243481504e-11
10921,105,1,3111,73040.0,1001,0.0200597,1.129746646248834e-09,0.000634322,3.572451991514593e-11
10922,90,2,3111,73040.0,1001,0.015332299999999998,1.4644080544749076e-09,0.000548267,5.236569926252384e-11
10923,45,3,3111,73040.0,1001,0.0240535,1.3759106837238184e-09,0.000676123,3.8675654653642897e-11
10924,30,4,3111,73040.0,1001,0.0235372,1.3020869848196373e-09,0.0007371210000000001,4.077781810653926e-11
10925,15,5,3111,73040.0,1001,0.0245625,1.306693616040087e-09,0.000728502,3.875537557953935e-11
10926,0,6,3111,73040.0,1001,0.0229052,1.2628025441265478e-09,0.0006645430000000001,3.6637383261507804e-11
10927,-15,7,3111,73040.0,1001,0.021143799999999997,1.154316976976271e-09,0.000724822,3.9570670356600746e-11
10928,-30,8,3111,73040.0,1001,0.0214784,1.174989261851394e-09,0.000653093,3.5727859709769466e-11
10929,-45,9,3111,73040.0,1001,0.0231956,1.2844892571287506e-09,0.0006348419999999999,3.515527638751014e-11
10930,-90,10,3111,73040.0,1001,0.00900771,8.00554139319999e-10,0.000459359,4.082522071468724e-11
10931,-105,11,3111,73040.0,1001,0.0217865,1.2575929838581826e-09,0.000692464,3.9971444150018244e-11
10932,-120,12,3111,73040.0,1001,0.0246961,1.3504397467735697e-09,0.000819202,4.4795856084013344e-11
10972,120,0,3106,93287.0,1006,0.0254601,1.3522489646109174e-09,0.000649596,3.4501652327186206e-11
10973,105,1,3106,93287.0,1006,0.019029400000000002,1.0717209544573231e-09,0.000532249,2.9975848229001214e-11
10974,90,2,3106,93287.0,1006,0.014855000000000002,1.4188205063313893e-09,0.000460423,4.397560376887358e-11
10975,45,3,3106,93287.0,1006,0.023399200000000002,1.338483350472504e-09,0.000615251,3.5193648494886944e-11
10976,30,4,3106,93287.0,1006,0.0238282,1.3181852170895129e-09,0.000615089,3.402696078572328e-11
10977,15,5,3106,93287.0,1006,0.0234068,1.2452118526993222e-09,0.0006238,3.318536295921857e-11
10978,0,6,3106,93287.0,1006,0.022581599999999997,1.2449619270055728e-09,0.000617472,3.4042279156126454e-11
10979,-15,7,3106,93287.0,1006,0.025281900000000003,1.3802309130911376e-09,0.000693073,3.7837376922969154e-11
10980,-30,8,3106,93287.0,1006,0.022703499999999998,1.2420091210911018e-09,0.000609776,3.335817622051436e-11
10981,-45,9,3106,93287.0,1006,0.0233416,1.2925742142559989e-09,0.00056652,3.1371848710470085e-11
10982,-90,10,3106,93287.0,1006,0.0110289,9.80186034757595e-10,0.000509043,4.524085264088989e-11
10983,-105,11,3106,93287.0,1006,0.0222703,1.2855196120724707e-09,0.000605629,3.495902422238759e-11
10984,-120,12,3106,93287.0,1006,0.0236779,1.2947622207607644e-09,0.000728006,3.980904832299997e-11
11245,120,0,3094,108364.0,1027,0.0198616,1.0548987645577275e-09,0.0005621690000000001,2.9858187838474905e-11
11246,105,1,3094,108364.0,1027,0.014511600000000001,8.172819848604208e-10,0.00046487199999999996,2.6181228180630214e-11
11247,90,2,3094,108364.0,1027,0.0113917,1.0880361872753474e-09,0.000401052,3.830500179772576e-11
11248,45,3,3094,108364.0,1027,0.0209553,1.1986871411910007e-09,0.000496189,2.8383052206383173e-11
11249,30,4,3094,108364.0,1027,0.0204612,1.1319214780768979e-09,0.000549476,3.0397224311759894e-11
11250,15,5,3094,108364.0,1027,0.019341099999999996,1.0289218075193046e-09,0.000533092,2.8359813258505527e-11
11251,0,6,3094,108364.0,1027,0.0199527,1.1000262089915726e-09,0.000521627,2.8758181665521306e-11
11252,-15,7,3094,108364.0,1027,0.0214075,1.1687133194893788e-09,0.000603925,3.2970463224226226e-11
11253,-30,8,3094,108364.0,1027,0.0187886,1.0278420760029191e-09,0.000523556,2.864145737009593e-11
11254,-45,9,3094,108364.0,1027,0.018768200000000002,1.0393157010658842e-09,0.00047376199999999997,2.623524286657086e-11
11255,-90,10,3094,108364.0,1027,0.00844982,7.509720425623065e-10,0.00039706400000000003,3.5288794685325804e-11
11256,-105,11,3094,108364.0,1027,0.0184226,1.0634169097572237e-09,0.000507566,2.9298484861954066e-11
11257,-120,12,3094,108364.0,1027,0.019711199999999998,1.0778539095890924e-09,0.000662571,3.62309114985569e-11
11310,120,0,3088,119882.0,1032,0.0185442,9.849283879300464e-10,0.000502018,2.6663419260570208e-11
11311,105,1,3088,119882.0,1032,0.0133683,7.528922212719177e-10,0.000410835,2.3137906519620918e-11
11312,90,2,3088,119882.0,1032,0.010565999999999999,1.0091724988150424e-09,0.000358597,3.425006914230341e-11
11313,45,3,3088,119882.0,1032,0.0178346,1.0201765514349599e-09,0.000461661,2.6407978138675106e-11
11314,30,4,3088,119882.0,1032,0.0192736,1.0662229878923475e-09,0.0005018409999999999,2.776203773383714e-11
11315,15,5,3088,119882.0,1032,0.0190594,1.0139357274525978e-09,0.000506511,2.6945738021540164e-11
11316,0,6,3088,119882.0,1032,0.018624,1.0267727233035655e-09,0.00048532800000000004,2.6756956199284405e-11
11317,-15,7,3088,119882.0,1032,0.0176803,9.652319094975155e-10,0.0005303230000000001,2.8952262232001212e-11
11318,-30,8,3088,119882.0,1032,0.018300900000000002,1.0011621434658157e-09,0.000475567,2.6016189208268858e-11
11319,-45,9,3088,119882.0,1032,0.018158900000000002,1.005574849164293e-09,0.00041758400000000003,2.3124306417978077e-11
11320,-90,10,3088,119882.0,1032,0.00692182,6.151720751032122e-10,0.000332583,2.955808938314657e-11
11321,-105,11,3088,119882.0,1032,0.0165374,9.545965717878643e-10,0.00046025199999999997,2.6567355289133002e-11
11322,-120,12,3088,119882.0,1032,0.016193700000000002,8.855088911741999e-10,0.000553458,3.026436082498073e-11
11323,120,0,3087,111774.0,1033,0.0193832,1.0294897557686865e-09,0.00054624,2.901215919925953e-11
11324,105,1,3087,111774.0,1033,0.013271600000000001,7.474461527518371e-10,0.000433086,2.4391065471433896e-11
11325,90,2,3087,111774.0,1033,0.0104096,9.942345299701937e-10,0.0003657,3.4928485975455335e-11
11326,45,3,3087,111774.0,1033,0.018628099999999998,1.0655664168406118e-09,0.00047726,2.7300273678010672e-11
11327,30,4,3087,111774.0,1033,0.0186923,1.0340652476226613e-09,0.000511273,2.8283819612770014e-11
11328,15,5,3087,111774.0,1033,0.020707299999999998,1.1016019019003312e-09,0.000513229,2.730312703782749e-11
11329,0,6,3087,111774.0,1033,0.0196513,1.0834095155420615e-09,0.000495157,2.7298845648240092e-11
11330,-15,7,3087,111774.0,1033,0.0190524,1.0401398410949173e-09,0.000592577,3.2350934612778583e-11
11331,-30,8,3087,111774.0,1033,0.0183485,1.0037661311401362e-09,0.000477114,2.6100818807684275e-11
11332,-45,9,3087,111774.0,1033,0.0166931,9.244040946634684e-10,0.000448792,2.4852493692136707e-11
11333,-90,10,3087,111774.0,1033,0.00765238,6.801001014297278e-10,0.00037896,3.367981391904344e-11
11334,-105,11,3087,111774.0,1033,0.0157536,9.093528942468163e-10,0.00047229199999999997,2.7262346202113636e-11
11335,-120,12,3087,111774.0,1033,0.016561900000000004,9.056429169824059e-10,0.000552208,3.019600793997188e-11
11336,120,0,3086,81908.0,1034,0.0184215,9.784114870554326e-10,0.000611627,3.248502470446234e-11
11337,105,1,3086,81908.0,1034,0.0140261,7.899390038211325e-10,0.000486344,2.7390514460497562e-11
11338,90,2,3086,81908.0,1034,0.010700200000000002,1.0219901165834488e-09,0.00043021300000000004,4.109020710133598e-11
11339,45,3,3086,81908.0,1034,0.0187738,1.0739007626372138e-09,0.000559315,3.199399189585663e-11
11340,30,4,3086,81908.0,1034,0.0191272,1.0581240834101834e-09,0.000622815,3.445436608646918e-11
11341,15,5,3086,81908.0,1034,0.020701499999999998,1.1012933493110984e-09,0.000617307,3.28399436554446e-11
11342,0,6,3086,81908.0,1034,0.020252799999999998,1.116571231235097e-09,0.00058604,3.2309379658764035e-11
11343,-15,7,3086,81908.0,1034,0.0180393,9.848310257743665e-10,0.000626161,3.41844073733406e-11
11344,-30,8,3086,81908.0,1034,0.018369,1.004887596420043e-09,0.00058122,3.179600243841567e-11
11345,-45,9,3086,81908.0,1034,0.0160174,8.869862485615398e-10,0.000515284,2.8534582522992767e-11
11346,-90,10,3086,81908.0,1034,0.00720988,6.407732129476276e-10,0.000467376,4.1537726172226214e-11
11347,-105,11,3086,81908.0,1034,0.0158982,9.176997120223147e-10,0.000556259,3.210921513818047e-11
11348,-120,12,3086,81908.0,1034,0.016992300000000002,9.291781823486516e-10,0.000644901,3.526467511607185e-11
11362,120,0,3083,98301.0,1036,0.0186613,9.911478589358923e-10,0.000533741,2.834830635466458e-11
11363,105,1,3083,98301.0,1036,0.013542600000000002,7.627086612207292e-10,0.00044485699999999995,2.5053999003490455e-11
11364,90,2,3083,98301.0,1036,0.010329000000000001,9.865363184043702e-10,0.000402616,3.845438148617426e-11
11365,45,3,3083,98301.0,1036,0.0186097,1.06451389822251e-09,0.000521387,2.982443069219492e-11
11366,30,4,3083,98301.0,1036,0.019491,1.0782496397668181e-09,0.000555332,3.072118049104646e-11
11367,15,5,3083,98301.0,1036,0.021031900000000003,1.1188702071529163e-09,0.000567553,3.019309442704934e-11
11368,0,6,3083,98301.0,1036,0.020193799999999998,1.113318461117243e-09,0.000540297,2.9787490446882865e-11
