,Angle,Detector,Ep,Q int,Run,Yield,Yield effcor,Yield err,Yield err effcor
2731,105,1,2594,190100.0,333,0.00442457,2.4918832876828686e-10,0.000213269,1.2011143611262512e-11
2732,90,2,2594,190100.0,333,0.00293138,2.799799431739958e-10,0.00018261299999999998,1.744160680731699e-11
2733,45,3,2594,190100.0,333,0.00550631,3.14972488697915e-10,0.000242047,1.3845596410638747e-11
2734,30,4,2594,190100.0,333,0.00534882,2.95898786012906e-10,0.00022950900000000003,1.2696526426209155e-11
2735,15,5,2594,190100.0,333,0.00552463,2.939032570782105e-10,0.000232153,1.2350242973824092e-11
2736,0,6,2594,190100.0,333,0.00604656,3.33357113284923e-10,0.000235607,1.2989413714528734e-11
2737,-15,7,2594,190100.0,333,0.00636052,3.4724393053269104e-10,0.00030545400000000003,1.667584530147419e-11
2738,-30,8,2594,190100.0,333,0.00585925,3.205339239656017e-10,0.000237707,1.3003909623943557e-11
2739,-45,9,2594,190100.0,333,0.0055105,3.0515175513493853e-10,0.000208978,1.1572453222863475e-11
2740,-90,10,2594,190100.0,333,0.00293887,2.611900853183956e-10,0.00019501099999999998,1.733147084696691e-11
2741,-105,11,2594,190100.0,333,0.00479992,2.770681713483381e-10,0.000237298,1.3697670570471576e-11
2742,-120,12,2594,190100.0,333,0.00546321,2.9874093192734215e-10,0.000244637,1.3377315783927254e-11
2743,120,0,2593,184317.0,334,0.00615421,3.2686533440552683e-10,0.000265222,1.4086597259713698e-11
2744,105,1,2593,184317.0,334,0.00501641,2.8252029560308047e-10,0.000237592,1.3380995985760153e-11
2745,90,2,2593,184317.0,334,0.0023815999999999998,2.2746973529982069e-10,0.00017198900000000002,1.6426894652536473e-11
2746,45,3,2593,184317.0,334,0.00581573,3.3267196211167283e-10,0.000254023,1.4530648745986051e-11
2747,30,4,2593,184317.0,334,0.00645365,3.5701840786420014e-10,0.00025768599999999997,1.4255288937096723e-11
2748,15,5,2593,184317.0,334,0.00642994,3.420645923469026e-10,0.000256996,1.3671858831464149e-11
2749,0,6,2593,184317.0,334,0.00656053,3.6169315154718316e-10,0.000258861,1.4271446194538455e-11
2750,-15,7,2593,184317.0,334,0.00569073,3.106776572985072e-10,0.000290302,1.584864248858604e-11
2751,-30,8,2593,184317.0,334,0.00609109,3.3321687569699826e-10,0.00023349799999999998,1.2773653655010463e-11
2752,-45,9,2593,184317.0,334,0.00601668,3.331821907422706e-10,0.000222426,1.2317155301269183e-11
2753,-90,10,2593,184317.0,334,0.00247208,2.1970443950018188e-10,0.000234423,2.0834185714439307e-11
2754,-105,11,2593,184317.0,334,0.00536738,3.09823947384882e-10,0.000249777,1.4418002098967035e-11
2755,-120,12,2593,184317.0,334,0.00597214,3.265703989413838e-10,0.000254004,1.388952496302954e-11
2756,120,0,2590,215723.0,335,0.00628517,3.338209443365737e-10,0.000233067,1.2378765575742935e-11
2757,105,1,2590,215723.0,335,0.00503931,2.838100057283116e-10,0.000239678,1.3498477877517013e-11
2758,90,2,2590,215723.0,335,0.00302958,2.893591537914136e-10,0.00016936,1.6175795419204583e-11
2759,45,3,2590,215723.0,335,0.00564279,3.227794311434895e-10,0.00023434,1.3404739835110881e-11
2760,30,4,2590,215723.0,335,0.00640615,3.543906895383614e-10,0.000237505,1.3138868231122986e-11
2761,15,5,2590,215723.0,335,0.00617117,3.2829835898211106e-10,0.00022893099999999998,1.2178836690633001e-11
2762,0,6,2590,215723.0,335,0.00625186,3.4467565066111614e-10,0.00022742700000000002,1.2538436433782215e-11
2763,-15,7,2590,215723.0,335,0.00653883,3.5697852224111803e-10,0.000265776,1.4509678906953599e-11
2764,-30,8,2590,215723.0,335,0.00612968,3.353279657043938e-10,0.000216141,1.1824128149481438e-11
2765,-45,9,2590,215723.0,335,0.00594006,3.2893924954302564e-10,0.000200694,1.1113714970520163e-11
2766,-90,10,2590,215723.0,335,0.00275815,2.451287174393331e-10,0.000273329,2.4291930173839522e-11
2767,-105,11,2590,215723.0,335,0.00508002,2.9323652306975625e-10,0.000226748,1.3088687669147186e-11
2768,-120,12,2590,215723.0,335,0.00617947,3.3790768186049105e-10,0.000241755,1.3219721372250856e-11
2769,120,0,2588,189079.0,336,0.00640274,3.400653782064055e-10,0.000261472,1.3887425472592245e-11
2770,105,1,2588,189079.0,336,0.00533276,3.0033688067368565e-10,0.00022611700000000002,1.2734732942658545e-11
2771,90,2,2588,189079.0,336,0.00323954,3.0941270838645496e-10,0.00017139599999999998,1.6370256445854912e-11
2772,45,3,2588,189079.0,336,0.00631372,3.6115803529801266e-10,0.00024221599999999999,1.3855263565337616e-11
2773,30,4,2588,189079.0,336,0.006343100000000001,3.5090273921322173e-10,0.000251576,1.3917281379815147e-11
2774,15,5,2588,189079.0,336,0.00675849,3.595430325524994e-10,0.000261719,1.3923116396799816e-11
2775,0,6,2588,189079.0,336,0.00656881,3.6214964199762095e-10,0.00024780799999999997,1.3662075548561529e-11
2776,-15,7,2588,189079.0,336,0.00639837,3.493102997557518e-10,0.000280716,1.532530786844706e-11
2777,-30,8,2588,189079.0,336,0.00625876,3.4238936757416896e-10,0.000249391,1.3643090127867112e-11
2778,-45,9,2588,189079.0,336,0.00626112,3.4671840252435647e-10,0.00022238099999999998,1.2314663362428593e-11
2779,-90,10,2588,189079.0,336,0.0031401999999999997,2.790831530203193e-10,0.00019569900000000002,1.7392616382053207e-11
2780,-105,11,2588,189079.0,336,0.00609399,3.51766418089272e-10,0.000248317,1.433372579224347e-11
2781,-120,12,2588,189079.0,336,0.00676503,3.699274541371149e-10,0.000267125,1.4607011526390395e-11
2782,120,0,2586,203862.0,337,0.00716026,3.8029914145447067e-10,0.000265001,1.4074859402392675e-11
2783,105,1,2586,203862.0,337,0.00611179,3.442112421959033e-10,0.000238633,1.3439624293199699e-11
2784,90,2,2586,203862.0,337,0.00333576,3.186028066105685e-10,0.00017796,1.6997192683051768e-11
2785,45,3,2586,203862.0,337,0.00671237,3.839616519885774e-10,0.000235021,1.344369446440042e-11
2786,30,4,2586,203862.0,337,0.00676363,3.7416662105669506e-10,0.000249431,1.3798619152258846e-11
2787,15,5,2586,203862.0,337,0.00741932,3.9469834419780305e-10,0.000274535,1.4604911221559908e-11
2788,0,6,2586,203862.0,337,0.00739207,4.0753736279803406e-10,0.00025272900000000004,1.3933378629069307e-11
2789,-15,7,2586,203862.0,337,0.00739363,4.036451645627119e-10,0.000292657,1.5977210507616635e-11
2790,-30,8,2586,203862.0,337,0.00689503,3.7719691458131034e-10,0.000241525,1.32127756941233e-11
2791,-45,9,2586,203862.0,337,0.00662477,3.668560371772592e-10,0.00021659099999999997,1.1994033898272656e-11
2792,-90,10,2586,203862.0,337,0.00363119,3.227195574854638e-10,0.00025227,2.2420325779388565e-11
2793,-105,11,2586,203862.0,337,0.00592895,3.4223973201964386e-10,0.00025655299999999997,1.480913651976078e-11
2794,-120,12,2586,203862.0,337,0.00723205,3.954651856225799e-10,0.00026737,1.4620408691852132e-11
2795,120,0,2584,184485.0,338,0.00756911,4.0201417749836574e-10,0.000251558,1.3360868379919685e-11
2796,105,1,2584,184485.0,338,0.00706654,3.9798201695854054e-10,0.000251739,1.4177743983211875e-11
2797,90,2,2584,184485.0,338,0.00352045,3.3624279040823554e-10,0.00019749,1.8862528562462876e-11
2798,45,3,2584,184485.0,338,0.00772329,4.417883977174769e-10,0.00025631,1.466146994596428e-11
2799,30,4,2584,184485.0,338,0.00781358,4.322502601348938e-10,0.000259908,1.4378210834360174e-11
2800,15,5,2584,184485.0,338,0.00807453,4.295546790238845e-10,0.000278887,1.4836432060929128e-11
2801,0,6,2584,184485.0,338,0.00813329,4.4840207918372285e-10,0.000268983,1.4829489230689588e-11
2802,-15,7,2584,184485.0,338,0.00787044,4.296759574094119e-10,0.00032204099999999996,1.7581389985831088e-11
2803,-30,8,2584,184485.0,338,0.00774885,4.23905669961318e-10,0.000265162,1.4505852514667725e-11
2804,-45,9,2584,184485.0,338,0.00713361,3.950337740582795e-10,0.000239072,1.3238951166612837e-11
2805,-90,10,2584,184485.0,338,0.00343556,3.05333073431784e-10,0.000245278,2.179891650420925e-11
2806,-105,11,2584,184485.0,338,0.00653052,3.7696445656464036e-10,0.000275124,1.5881119596584976e-11
2807,-120,12,2584,184485.0,338,0.00782106,4.2767361186182824e-10,0.000282575,1.5451853185099733e-11
2808,120,0,2582,217301.0,339,0.00802736,4.2635296988460745e-10,0.000254741,1.3529925392828376e-11
2809,105,1,2582,217301.0,339,0.00680872,3.8346179580189936e-10,0.000234665,1.321614963045223e-11
2810,90,2,2582,217301.0,339,0.00385375,3.6807670994780145e-10,0.00018903099999999999,1.8054598393290392e-11
2811,45,3,2582,217301.0,339,0.00757359,4.3322524352563553e-10,0.000252752,1.4457944878398676e-11
2812,30,4,2582,217301.0,339,0.00798804,4.4190145464280605e-10,0.000257026,1.4218777482464017e-11
2813,15,5,2582,217301.0,339,0.00851773,4.531323527390586e-10,0.000267114,1.421012350350867e-11
2814,0,6,2582,217301.0,339,0.00848011,4.675228543070123e-10,0.000254013,1.4004167727905312e-11
2815,-15,7,2582,217301.0,339,0.00777143,4.242706412462615e-10,0.000269112,1.4691803285503944e-11
2816,-30,8,2582,217301.0,339,0.00802447,4.389836338856086e-10,0.000249001,1.3621754934737174e-11
2817,-45,9,2582,217301.0,339,0.00783615,4.3393792323757343e-10,0.00022495799999999998,1.2457368393366392e-11
2818,-90,10,2582,217301.0,339,0.0040083,3.562349539046386e-10,0.000251811,2.237953246455628e-11
2819,-105,11,2582,217301.0,339,0.00682949,3.9422205068871176e-10,0.000252182,1.4556827111069893e-11
2820,-120,12,2582,217301.0,339,0.00817156,4.468397608183087e-10,0.000270616,1.4797907463643102e-11
2821,120,0,2580,195165.0,340,0.00916982,4.870318498618813e-10,0.00028979200000000003,1.539157080893347e-11
2822,105,1,2580,195165.0,340,0.00763941,4.302456082005117e-10,0.00026232400000000003,1.4773882921009745e-11
2823,90,2,2580,195165.0,340,0.00435189,4.156547137865034e-10,0.000204204,1.950379149612218e-11
2824,45,3,2580,195165.0,340,0.00895364,5.121669999882317e-10,0.000287221,1.642964402227696e-11
2825,30,4,2580,195165.0,340,0.0087912,4.863325757076626e-10,0.000263142,1.455711696206044e-11
2826,15,5,2580,195165.0,340,0.00912233,4.852963002304718e-10,0.0002771,1.4741365944212034e-11
2827,0,6,2580,195165.0,340,0.00887606,4.893522496996265e-10,0.000265794,1.4653674249234744e-11
2828,-15,7,2580,195165.0,340,0.00956892,5.224021607907652e-10,0.00029946,1.634861103138103e-11
2829,-30,8,2580,195165.0,340,0.00856594,4.686050877934729e-10,0.000270682,1.4807827555891455e-11
2830,-45,9,2580,195165.0,340,0.00847288,4.691977503035511e-10,0.000253594,1.4043127518680628e-11
2831,-90,10,2580,195165.0,340,0.00414136,3.680605714897872e-10,0.00024083200000000001,2.140378125857893e-11
2832,-105,11,2580,195165.0,340,0.0064930000000000005,3.7479867092884034e-10,0.000266377,1.5376212161714414e-11
2833,-120,12,2580,195165.0,340,0.00845752,4.6247671361601236e-10,0.000285548,1.5614423686804772e-11
2834,120,0,2578,220610.0,341,0.00996376,5.291999695064699e-10,0.000275797,1.4648261699396198e-11
2835,105,1,2578,220610.0,341,0.00862802,4.859233517334688e-10,0.000261813,1.4745103799874674e-11
2836,90,2,2578,220610.0,341,0.00473305,4.5205980461068874e-10,0.00019916,1.9022032449744832e-11
2837,45,3,2578,220610.0,341,0.0088779,5.0783451302437e-10,0.000248553,1.4217753265495924e-11
2838,30,4,2578,220610.0,341,0.00933141,5.162172013245335e-10,0.000276505,1.5296363277601153e-11
2839,15,5,2578,220610.0,341,0.00997608,5.307147093783283e-10,0.00027669,1.4719554468076606e-11
2840,0,6,2578,220610.0,341,0.00934493,5.152018484311205e-10,0.000262805,1.4488885607162451e-11
2841,-15,7,2578,220610.0,341,0.00916431,5.003130286548971e-10,0.00029627,1.6174457324074192e-11
2842,-30,8,2578,220610.0,341,0.00977211,5.345893695820277e-10,0.000258563,1.4144850105784507e-11
2843,-45,9,2578,220610.0,341,0.00900828,4.988462848647063e-10,0.000234359,1.2977962105375024e-11
2844,-90,10,2578,220610.0,341,0.00437469,3.8879761756781757e-10,0.000236706,2.1037085796709673e-11
2845,-105,11,2578,220610.0,341,0.00848755,4.899310733778036e-10,0.000266831,1.5402418629695574e-11
2846,-120,12,2578,220610.0,341,0.010036,5.48791643159023e-10,0.000294503,1.6104103755008146e-11
2847,120,0,2576,198896.0,342,0.0103575,5.50112476029457e-10,0.00029487299999999997,1.5661435302363894e-11
2848,105,1,2576,198896.0,342,0.00951897,5.361009602956805e-10,0.000273484,1.5402405409986996e-11
2849,90,2,2576,198896.0,342,0.00520861,4.974811630752431e-10,0.000218773,2.0895295767865163e-11
2850,45,3,2576,198896.0,342,0.0106196,6.074634085215649e-10,0.0002795,1.5987986617365758e-11
2851,30,4,2576,198896.0,342,0.0103788,5.74159220215066e-10,0.000277789,1.536739465297751e-11
2852,15,5,2576,198896.0,342,0.0109363,5.817971864874993e-10,0.000303794,1.6161452636795204e-11
2853,0,6,2576,198896.0,342,0.0110037,6.066526533191281e-10,0.00029523799999999997,1.6276971933134556e-11
2854,-15,7,2576,198896.0,342,0.0101962,5.566476584457598e-10,0.000313891,1.7136451830799513e-11
2855,-30,8,2576,198896.0,342,0.0108264,5.922649612870573e-10,0.00028727900000000004,1.571577678762881e-11
2856,-45,9,2576,198896.0,342,0.0108913,6.031211887671093e-10,0.000264945,1.4671705247114833e-11
2857,-90,10,2576,198896.0,342,0.00495982,4.408006509181709e-10,0.00025586099999999997,2.2739473477782278e-11
2858,-105,11,2576,198896.0,342,0.00862196,4.976896887111695e-10,0.00028779099999999997,1.6612303142658534e-11
2859,-120,12,2576,198896.0,342,0.011037700000000001,6.035669110897118e-10,0.00030518099999999996,1.668800143990771e-11
2860,120,0,2574,238514.0,343,0.013056899999999998,6.934842952709646e-10,0.00029386799999999997,1.5608057263415347e-11
2861,105,1,2574,238514.0,343,0.011811,6.651863008342587e-10,0.00028413799999999997,1.600243037392639e-11
2862,90,2,2574,238514.0,343,0.00631218,6.028845791756894e-10,0.00021128,2.0179629523910865e-11
2863,45,3,2574,238514.0,343,0.0120581,6.897486276595994e-10,0.000272302,1.557624591013213e-11
2864,30,4,2574,238514.0,343,0.0120485,6.665276683972349e-10,0.000280358,1.550951272411603e-11
2865,15,5,2574,238514.0,343,0.0131345,6.987386178067591e-10,0.000289241,1.5387251631432092e-11
2866,0,6,2574,238514.0,343,0.012457799999999998,6.868196537999975e-10,0.000276673,1.525345197994885e-11
2867,-15,7,2574,238514.0,343,0.0123743,6.755580627984314e-10,0.000304819,1.6641178340928785e-11
2868,-30,8,2574,238514.0,343,0.012670200000000001,6.931311897305913e-10,0.00027630900000000003,1.511565609882006e-11
2869,-45,9,2574,238514.0,343,0.012048399999999999,6.671972428214851e-10,0.00025515,1.4129293226146368e-11
2870,-90,10,2574,238514.0,343,0.00587237,5.219029155155508e-10,0.000258988,2.301738348972246e-11
2871,-105,11,2574,238514.0,343,0.0100253,5.78695382051887e-10,0.00027870900000000003,1.6088058336039758e-11
2872,-120,12,2574,238514.0,343,0.012850499999999999,7.026949990449406e-10,0.00030496099999999997,1.667597133214615e-11
2873,120,0,2572,202123.0,344,0.016672700000000002,8.855283880372995e-10,0.000347698,1.8467101876948117e-11
2874,105,1,2572,202123.0,344,0.0152019,8.561591420415136e-10,0.000326308,1.8377411857812652e-11
2875,90,2,2572,202123.0,344,0.00826051,7.889721293002695e-10,0.00024702,2.359320373436417e-11
2876,45,3,2572,202123.0,344,0.0151988,8.694032593918377e-10,0.000332045,1.8993670899331712e-11
2877,30,4,2572,202123.0,344,0.016465599999999997,9.108833445459195e-10,0.00034647199999999996,1.9166964711368782e-11
2878,15,5,2572,202123.0,344,0.016139700000000003,8.58611418007214e-10,0.000350011,1.8620137984480684e-11
2879,0,6,2572,202123.0,344,0.0155983,8.599607479545749e-10,0.00033480099999999997,1.845814725809477e-11
2880,-15,7,2572,202123.0,344,0.0149917,8.184514526118846e-10,0.000369985,2.019882739746714e-11
2881,-30,8,2572,202123.0,344,0.015663299999999998,8.568705911593478e-10,0.000323714,1.7708976176575637e-11
2882,-45,9,2572,202123.0,344,0.014968,8.288742347989765e-10,0.00031141700000000003,1.7245158176001663e-11
2883,-90,10,2572,202123.0,344,0.00762159,6.773636609859676e-10,0.000287328,2.5536081839061947e-11
2884,-105,11,2572,202123.0,344,0.013158000000000001,7.595257834716897e-10,0.000323536,1.8675629569941977e-11
2885,-120,12,2572,202123.0,344,0.0166629,9.111658300911205e-10,0.00036706,2.007168797707762e-11
2886,120,0,2570,181469.0,345,0.023731799999999997,1.2604546713623814e-09,0.00042346,2.2491009326520285e-11
2887,105,1,2570,181469.0,345,0.0206644,1.1638028782456571e-09,0.000400365,2.2548244292058927e-11
2888,90,2,2570,181469.0,345,0.011012799999999998,1.051846952011196e-09,0.00030523599999999996,2.9153490142751117e-11
2889,45,3,2570,181469.0,345,0.021163,1.2105680171138158e-09,0.00039429900000000003,2.2554730358642937e-11
2890,30,4,2570,181469.0,345,0.020724799999999998,1.146503931775658e-09,0.000410374,2.270204800521616e-11
2891,15,5,2570,181469.0,345,0.022506799999999997,1.197333002645945e-09,0.000423616,2.2535829938012717e-11
2892,0,6,2570,181469.0,345,0.0214013,1.179889985139422e-09,0.00040061800000000005,2.2086750153803038e-11
2893,-15,7,2570,181469.0,345,0.0216275,1.1807239199932985e-09,0.00043413699999999997,2.3701118504410154e-11
2894,-30,8,2570,181469.0,345,0.0212349,1.1616684425510356e-09,0.000409727,2.2414370962948173e-11
2895,-45,9,2570,181469.0,345,0.0209672,1.1610884457427244e-09,0.000370792,2.0533133035113715e-11
2896,-90,10,2570,181469.0,345,0.011367299999999999,1.0102611060849231e-09,0.000358582,3.1868732939409e-11
2897,-105,11,2570,181469.0,345,0.018541099999999998,1.0702571442412938e-09,0.00038952,2.2484456845865068e-11
2898,-120,12,2570,181469.0,345,0.0229185,1.2532364760601902e-09,0.00043575199999999997,2.3827925078699738e-11
2899,120,0,2568,207712.0,346,0.0280922,1.4920463141795523e-09,0.000423449,2.249042508927806e-11
2900,105,1,2568,207712.0,346,0.0260704,1.4682645785513046e-09,0.00039470900000000003,2.222970278689268e-11
2901,90,2,2568,207712.0,346,0.012952100000000001,1.237072035008737e-09,0.00028952,2.7652434398725262e-11
2902,45,3,2568,207712.0,346,0.025453200000000002,1.455976461428029e-09,0.000400374,2.290223310891305e-11
2903,30,4,2568,207712.0,346,0.0262848,1.4540852768633143e-09,0.000411577,2.276859842934214e-11
2904,15,5,2568,207712.0,346,0.0267795,1.4246351833382393e-09,0.000420681,2.2379691688116427e-11
2905,0,6,2568,207712.0,346,0.0260732,1.4374597599462265e-09,0.000411929,2.271034477758346e-11
2906,-15,7,2568,207712.0,346,0.0258103,1.4090781917560067e-09,0.00044817800000000003,2.4467667784753512e-11
2907,-30,8,2568,207712.0,346,0.0263435,1.4411375903038494e-09,0.000408958,2.2372302338545812e-11
2908,-45,9,2568,207712.0,346,0.02623,1.452523461970681e-09,0.000383935,2.126094530582209e-11
2909,-90,10,2568,207712.0,346,0.013269799999999998,1.179344507976891e-09,0.00034285699999999996,3.047118419052532e-11
2910,-105,11,2568,207712.0,346,0.022993200000000002,1.3272479286001867e-09,0.000401649,2.318458515014597e-11
2911,-120,12,2568,207712.0,346,0.0276731,1.5132289777106376e-09,0.00043685,2.388796625289151e-11
2912,120,0,2566,194661.0,347,0.0224892,1.1944571079818164e-09,0.00039397900000000003,2.092520040488626e-11
2913,105,1,2566,194661.0,347,0.0205045,1.1547974350568162e-09,0.00038216599999999997,2.1523290817426576e-11
2914,90,2,2566,194661.0,347,0.0107894,1.0305097254131193e-09,0.000281768,2.69120307255458e-11
2915,45,3,2566,194661.0,347,0.021239599999999997,1.2149496978826535e-09,0.00039353900000000004,2.2511256763547417e-11
2916,30,4,2566,194661.0,347,0.0207104,1.1457073182200353e-09,0.00039558800000000005,2.1884080780671904e-11
2917,15,5,2566,194661.0,347,0.020257499999999998,1.0776731166180988e-09,0.00038654900000000003,2.056391289920324e-11
2918,0,6,2566,194661.0,347,0.0208078,1.1471693230216887e-09,0.00038492800000000004,2.122173382924156e-11
2919,-15,7,2566,194661.0,347,0.0203685,1.111990528927685e-09,0.000412335,2.2510867994471705e-11
2920,-30,8,2566,194661.0,347,0.0211452,1.15676134813115e-09,0.000372544,2.0380251767690595e-11
